更新时间,#genre#
青海卫视,http://171.8.138.74:85/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源|1920x1080
青海卫视,http://202.103.213.10:8888/udp/239.81.0.53:4056$订阅源|1920x1080
青海卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226323/index.m3u8$订阅源
青海卫视,http://119.163.228.205:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
青海卫视,http://101.68.81.44:9999/rtp/233.50.201.65:5140$浙江联通组播源|1920x1080
青海卫视,http://60.189.165.36:5555/rtp/233.50.201.65:5140$浙江电信组播源|1920x1080
青海卫视,http://120.55.49.231:3095/rtp/233.50.201.65:5140$浙江电信组播源
青海卫视,http://115.220.243.30:9999/rtp/233.50.201.65:5140$浙江电信组播源|1920x1080
青海卫视,http://115.230.188.101:9999/rtp/233.50.201.65:5140$浙江电信组播源|1920x1080
青海卫视,http://121.233.190.83:8600/rtp/239.49.1.53:6000$江苏电信组播源|1920x1080
青海卫视,http://49.79.76.196:4000/rtp/239.49.1.53:6000$江苏电信组播源|1920x1080
青海卫视,http://49.86.209.44:8800/rtp/239.49.1.53:6000$江苏电信组播源|1920x1080
青海卫视,http://114.232.146.116:7777/rtp/239.49.1.53:6000$江苏电信组播源|1920x1080
青海卫视,http://121.224.240.233:8887/rtp/239.49.1.53:6000$江苏电信组播源|1920x1080
山东卫视,http://58.57.21.166:9901/tsfile/live/0131_1.m3u8$订阅源
山东卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226456/index.m3u8$订阅源
山东卫视,http://[2409:8087:1a01:df::4027]/TVOD/88888888/224/3221225952/main.m3u8$订阅源
山东卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010066/index.m3u8$订阅源
山东卫视,http://tx.stlyx.cn:5000/ysp/shandong$订阅源
山东卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8$订阅源
山东卫视,http://115.234.227.164:8808/udp/233.50.201.105:5140$订阅源|1920x1080
山东卫视,http://121.24.98.154:8090/hls/39/index.m3u8$订阅源
山东卫视,http://116.117.105.198:8096/tsfile/live/0131_1.m3u8$订阅源|1920x1080
山东卫视,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265019$订阅源|1920x1080
山东卫视,http://101.68.81.44:9999/rtp/233.50.201.105:5140$浙江联通组播源|1920x1080
山东卫视,http://60.189.165.36:5555/rtp/233.50.201.105:5140$浙江电信组播源|1920x1080
山东卫视,http://120.55.49.231:3095/rtp/233.50.201.105:5140$浙江电信组播源
山东卫视,http://115.220.243.30:9999/rtp/233.50.201.105:5140$浙江电信组播源|1920x1080
山东卫视,http://115.230.188.101:9999/rtp/233.50.201.105:5140$浙江电信组播源|1920x1080
山东卫视,http://60.189.165.36:5555/rtp/233.50.201.64:5140$浙江电信组播源|1920x1080
山东卫视,http://120.55.49.231:3095/rtp/233.50.201.64:5140$浙江电信组播源
山东卫视,http://115.220.243.30:9999/rtp/233.50.201.64:5140$浙江电信组播源|1920x1080
山东卫视,http://115.230.188.101:9999/rtp/233.50.201.64:5140$浙江电信组播源|1920x1080
山东卫视,http://121.233.190.83:8600/rtp/239.49.1.37:6000$江苏电信组播源|1920x1080
山西卫视,http://39.98.201.151:9090/udp/225.1.8.155:8172$订阅源
山西卫视,http://60.223.224.176:8888/newlive/live/hls/43/live.m3u8$订阅源|1920x1080
山西卫视,http://110.177.146.171:888/udp/239.1.1.1:8001$订阅源|1920x1080
山西卫视,http://116.117.105.198:8096/tsfile/live/0118_1.m3u8$订阅源|1920x1080
山西卫视,http://222.169.41.210:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源|1920x1080
山西卫视,http://171.8.138.74:85/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源|1920x1080
山西卫视,http://124.128.73.58:9901/tsfile/live/0118_1.m3u8$订阅源
山西卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000021220/1.m3u8$订阅源
山西卫视,http://110.53.218.182:9902/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
山西卫视,http://118.122.189.74:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
山西卫视,http://101.68.81.44:9999/rtp/233.50.201.51:5140$浙江联通组播源|1920x1080
山西卫视,http://60.189.165.36:5555/rtp/233.50.201.51:5140$浙江电信组播源|1920x1080
山西卫视,http://120.55.49.231:3095/rtp/233.50.201.51:5140$浙江电信组播源
山西卫视,http://115.220.243.30:9999/rtp/233.50.201.51:5140$浙江电信组播源|1920x1080
山西卫视,http://115.230.188.101:9999/rtp/233.50.201.51:5140$浙江电信组播源|1920x1080
山西卫视,http://121.233.190.83:8600/rtp/239.49.1.51:6000$江苏电信组播源|1920x1080
山西卫视,http://49.79.76.196:4000/rtp/239.49.1.51:6000$江苏电信组播源|1920x1080
山西卫视,http://49.86.209.44:8800/rtp/239.49.1.51:6000$江苏电信组播源|1920x1080
山西卫视,http://114.232.146.116:7777/rtp/239.49.1.51:6000$江苏电信组播源|1920x1080
山西卫视,http://121.224.240.233:8887/rtp/239.49.1.51:6000$江苏电信组播源|1920x1080
陕西卫视,http://61.138.128.226:19901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
陕西卫视,http://202.100.46.58:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
陕西卫视,http://60.12.183.46:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
陕西卫视,http://110.177.146.171:888/udp/239.1.1.50:8050$订阅源|1920x1080
陕西卫视,http://119.163.57.184:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
陕西卫视,http://58.51.111.46:1111/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
陕西卫视,http://58.57.21.166:9901/tsfile/live/0136_1.m3u8$订阅源
陕西卫视,http://124.128.73.58:9901/tsfile/live/0136_1.m3u8$订阅源
陕西卫视,http://219.159.194.108:8181/tsfile/live/0136_1.m3u8$订阅源
陕西卫视,http://111.61.236.247:9081/hls/46/index.m3u8$订阅源
陕西卫视,http://101.68.81.44:9999/rtp/233.50.201.59:5140$浙江联通组播源|1920x1080
陕西卫视,http://60.189.165.36:5555/rtp/233.50.201.59:5140$浙江电信组播源|1920x1080
陕西卫视,http://120.55.49.231:3095/rtp/233.50.201.59:5140$浙江电信组播源
陕西卫视,http://115.220.243.30:9999/rtp/233.50.201.59:5140$浙江电信组播源|1920x1080
陕西卫视,http://115.230.188.101:9999/rtp/233.50.201.59:5140$浙江电信组播源|1920x1080
陕西卫视,http://121.233.190.83:8600/rtp/239.49.1.248:6000$江苏电信组播源|1920x1080
陕西卫视,http://49.79.76.196:4000/rtp/239.49.1.248:6000$江苏电信组播源|1920x1080
陕西卫视,http://49.86.209.44:8800/rtp/239.49.1.248:6000$江苏电信组播源|1920x1080
陕西卫视,http://114.232.146.116:7777/rtp/239.49.1.248:6000$江苏电信组播源|1920x1080
陕西卫视,http://121.224.240.233:8887/rtp/239.49.1.248:6000$江苏电信组播源|1920x1080
四川卫视,http://tx.stlyx.cn:5000/ysp/sichuan$订阅源
四川卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226338/index.m3u8$订阅源
四川卫视,http://221.0.78.198:1681/hls/10244/index.m3u8$订阅源
四川卫视,http://61.136.67.238:50085/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
四川卫视,http://222.134.245.16:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源|1920x1080
四川卫视,http://119.163.57.184:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
四川卫视,http://123.166.61.70:8003/hls/24/index.m3u8$订阅源
四川卫视,http://58.57.21.166:9901/tsfile/live/0123_1.m3u8$订阅源
四川卫视,http://111.61.236.247:9081/hls/35/index.m3u8$订阅源
四川卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$订阅源
四川卫视,http://101.68.81.44:9999/rtp/233.50.201.139:5140$浙江联通组播源|1920x1080
四川卫视,http://60.189.165.36:5555/rtp/233.50.201.139:5140$浙江电信组播源|1920x1080
四川卫视,http://120.55.49.231:3095/rtp/233.50.201.139:5140$浙江电信组播源
四川卫视,http://115.220.243.30:9999/rtp/233.50.201.139:5140$浙江电信组播源|1920x1080
四川卫视,http://115.230.188.101:9999/rtp/233.50.201.139:5140$浙江电信组播源|1920x1080
四川卫视,http://60.189.165.36:5555/rtp/233.50.201.61:5140$浙江电信组播源|1920x1080
四川卫视,http://120.55.49.231:3095/rtp/233.50.201.61:5140$浙江电信组播源
四川卫视,http://115.220.243.30:9999/rtp/233.50.201.61:5140$浙江电信组播源|1920x1080
四川卫视,http://115.230.188.101:9999/rtp/233.50.201.61:5140$浙江电信组播源|1920x1080
四川卫视,http://121.233.190.83:8600/rtp/239.49.1.43:6000$江苏电信组播源|1920x1080
深圳卫视,http://59.173.243.210:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
深圳卫视,http://58.62.234.242:10000/udp/239.77.1.3:5146$订阅源|1920x1080
深圳卫视,http://61.136.67.238:50085/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
深圳卫视,http://113.25.70.59:8891/udp/239.1.1.39:8039$订阅源|1920x1080
深圳卫视,http://219.159.194.66:8181/tsfile/live/0126_1.m3u8$订阅源|1920x1080
深圳卫视,http://119.163.228.205:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
深圳卫视,http://202.100.46.58:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
深圳卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8$订阅源
深圳卫视,http://121.24.98.232:8090/hls/84/index.m3u8$订阅源
深圳卫视,http://112.234.23.81:9901/tsfile/live/0126_2.m3u8?key=txiptv&playlive=1&authid=0$订阅源
深圳卫视,http://101.68.81.44:9999/rtp/233.50.201.101:5140$浙江联通组播源|1920x1080
深圳卫视,http://60.189.165.36:5555/rtp/233.50.201.101:5140$浙江电信组播源|1920x1080
深圳卫视,http://120.55.49.231:3095/rtp/233.50.201.101:5140$浙江电信组播源
深圳卫视,http://115.220.243.30:9999/rtp/233.50.201.101:5140$浙江电信组播源|1920x1080
深圳卫视,http://115.230.188.101:9999/rtp/233.50.201.101:5140$浙江电信组播源|1920x1080
深圳卫视,http://60.189.165.36:5555/rtp/233.50.201.45:5140$浙江电信组播源|1920x1080
深圳卫视,http://120.55.49.231:3095/rtp/233.50.201.45:5140$浙江电信组播源
深圳卫视,http://115.220.243.30:9999/rtp/233.50.201.45:5140$浙江电信组播源|1920x1080
深圳卫视,http://115.230.188.101:9999/rtp/233.50.201.45:5140$浙江电信组播源|1920x1080
深圳卫视,http://121.233.190.83:8600/rtp/239.49.1.59:6000$江苏电信组播源|1920x1080
三沙卫视,http://61.138.128.226:19901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
三沙卫视,http://110.177.146.171:888/udp/239.1.1.70:8070$订阅源|1920x1080
三沙卫视,https://live2.hnntv.cn/srs/tv/ssws.m3u8?_upt=37795f2b1723270237$订阅源
三沙卫视,http://220.249.114.102:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
三沙卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/4600001000000000117/1.m3u8$订阅源
三沙卫视,http://202.103.213.10:8888/udp/239.81.0.242:4056$订阅源|1920x1080
三沙卫视,http://117.27.190.42:9998/tsfile/live/23250_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
三沙卫视,http://39.98.201.151:9090/udp/225.1.8.78:4120$订阅源
三沙卫视,http://112.66.225.119:554/rtp/239.253.64.112:5140$海南电信组播源|1920x1080
三沙卫视,http://112.66.225.119:554/rtp/239.253.64.113:5140$海南电信组播源|1920x1080
三沙卫视,http://222.141.132.53:888/rtp/225.1.4.234:1280$河南联通组播源|1920x1080
三沙卫视,http://60.168.231.252:2000/rtp/238.1.78.27:6144$安徽电信组播源|1920x1080
三沙卫视,http://60.168.224.91:2000/rtp/238.1.78.27:6144$安徽电信组播源|1920x1080
三沙卫视,http://14.135.72.70:2222/rtp/239.121.4.101:9220$宁夏电信组播源|1920x1080
三沙卫视,http://106.45.11.192:8888/rtp/239.121.4.101:9220$宁夏电信组播源|1920x1080
三沙卫视,http://114.243.103.165:8822/rtp/239.3.1.155:4120$组播源|1920x1080
三沙卫视,http://139.196.151.191:2051/rtp/239.45.1.82:5140$组播源
三沙卫视,http://123.56.129.203:4310/rtp/225.1.8.78:4120$组播源
天津卫视,http://123.166.61.70:8003/hls/57/index.m3u8$订阅源
天津卫视,http://221.0.78.198:1681/hls/10246/index.m3u8$订阅源
天津卫视,http://219.159.194.108:8181/tsfile/live/0135_1.m3u8$订阅源
天津卫视,http://122.139.47.206:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源|1920x1080
天津卫视,http://36.35.16.98:9901/tsfile/live/0001_25.m3u8?key=txiptv&playlive=0&authid=0$订阅源
天津卫视,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265026&livemode=1&stbId=3$订阅源|1920x1080
天津卫视,http://[2409:8087:1a01:df::4030]:80/TVOD/88888888/224/3221225972/main.m3u8$订阅源
天津卫视,http://171.8.138.74:85/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源|1920x1080
天津卫视,http://[2409:8087:1a01:df::4030]/TVOD/88888888/224/3221225972/main.m3u8$订阅源
天津卫视,http://124.128.73.58:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
天津卫视,http://101.68.81.44:9999/rtp/233.50.201.104:5140$浙江联通组播源|1920x1080
天津卫视,http://60.189.165.36:5555/rtp/233.50.201.104:5140$浙江电信组播源|1920x1080
天津卫视,http://120.55.49.231:3095/rtp/233.50.201.104:5140$浙江电信组播源
天津卫视,http://115.220.243.30:9999/rtp/233.50.201.104:5140$浙江电信组播源|1920x1080
天津卫视,http://115.230.188.101:9999/rtp/233.50.201.104:5140$浙江电信组播源|1920x1080
天津卫视,http://60.189.165.36:5555/rtp/233.50.201.47:5140$浙江电信组播源|1920x1080
天津卫视,http://120.55.49.231:3095/rtp/233.50.201.47:5140$浙江电信组播源
天津卫视,http://115.220.243.30:9999/rtp/233.50.201.47:5140$浙江电信组播源|1920x1080
天津卫视,http://115.230.188.101:9999/rtp/233.50.201.47:5140$浙江电信组播源|1920x1080
天津卫视,http://121.233.190.83:8600/rtp/239.49.1.46:6000$江苏电信组播源|1920x1080
西藏卫视,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221225698/index.m3u8$订阅源
西藏卫视,http://219.159.194.66:8181/tsfile/live/0111_1.m3u8$订阅源|1920x1080
西藏卫视,http://219.159.194.143:8181/tsfile/live/0111_1.m3u8$订阅源
西藏卫视,http://111.61.236.247:9081/hls/52/index.m3u8$订阅源
西藏卫视,http://202.103.213.10:8888/udp/239.81.0.55:4056$订阅源|1920x1080
西藏卫视,http://[2409:8087:1a0a:df::4039]/wh7f454c46tw2710545171_1093384597/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8?icpid=88888888&RTS=1713110546&from=4&hms_devid=1212&online=1713110546&vqe=3$订阅源
西藏卫视,http://58.57.21.166:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
西藏卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010123/1.m3u8$订阅源
西藏卫视,http://121.24.98.154:8090/hls/68/index.m3u8$订阅源
西藏卫视,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002236/index.m3u8$订阅源
西藏卫视,http://101.68.81.44:9999/rtp/233.50.201.70:5140$浙江联通组播源|1920x1080
西藏卫视,http://60.189.165.36:5555/rtp/233.50.201.70:5140$浙江电信组播源|1920x1080
西藏卫视,http://120.55.49.231:3095/rtp/233.50.201.70:5140$浙江电信组播源
西藏卫视,http://115.220.243.30:9999/rtp/233.50.201.70:5140$浙江电信组播源|1920x1080
西藏卫视,http://115.230.188.101:9999/rtp/233.50.201.70:5140$浙江电信组播源|1920x1080
西藏卫视,http://121.233.190.83:8600/rtp/239.49.1.139:6000$江苏电信组播源|1920x1080
西藏卫视,http://49.79.76.196:4000/rtp/239.49.1.139:6000$江苏电信组播源|1920x1080
西藏卫视,http://49.86.209.44:8800/rtp/239.49.1.139:6000$江苏电信组播源|1920x1080
西藏卫视,http://114.232.146.116:7777/rtp/239.49.1.139:6000$江苏电信组播源|1920x1080
西藏卫视,http://121.224.240.233:8887/rtp/239.49.1.139:6000$江苏电信组播源|1920x1080
新疆卫视,http://171.8.138.74:85/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源|1920x1080
新疆卫视,http://39.98.201.151:9090/udp/225.1.8.161:8160$订阅源
新疆卫视,http://121.24.98.232:8090/hls/61/index.m3u8$订阅源
新疆卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010116/1.m3u8$订阅源
新疆卫视,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226460/index.m3u8$订阅源
新疆卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8$订阅源
新疆卫视,http://36.35.16.98:9901/tsfile/live/0001_15.m3u8?key=txiptv&playlive=0&authid=0$订阅源
新疆卫视,http://220.164.192.48:50085/tsfile/live/0110_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
新疆卫视,http://118.122.189.74:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
新疆卫视,http://119.163.63.188:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
新疆卫视,http://121.233.190.83:8600/rtp/239.49.1.239:6000$江苏电信组播源|1920x1080
新疆卫视,http://49.79.76.196:4000/rtp/239.49.1.239:6000$江苏电信组播源|1920x1080
新疆卫视,http://49.86.209.44:8800/rtp/239.49.1.239:6000$江苏电信组播源|1920x1080
新疆卫视,http://114.232.146.116:7777/rtp/239.49.1.239:6000$江苏电信组播源|1920x1080
新疆卫视,http://121.224.240.233:8887/rtp/239.49.1.239:6000$江苏电信组播源|1920x1080
新疆卫视,http://180.103.165.76:8888/rtp/239.49.1.239:6000$江苏电信组播源|1920x1080
新疆卫视,http://112.66.225.119:554/rtp/239.253.64.146:5140$海南电信组播源|1920x1080
新疆卫视,http://222.141.132.53:888/rtp/225.1.4.47:1076$河南联通组播源|1920x1080
新疆卫视,http://60.168.231.252:2000/rtp/238.1.78.110:6752$安徽电信组播源|1920x1080
新疆卫视,http://60.168.224.91:2000/rtp/238.1.78.110:6752$安徽电信组播源|1920x1080
云南卫视,http://171.8.138.74:85/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源|1920x1080
云南卫视,http://[2409:8087:74d9:21::6]/270000001128/9900000035/index.m3u8$订阅源
云南卫视,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1.m3u8?channel-id=bestzb&Contentid=5000000011000031120&livemode=1&stbId=3$订阅源|1920x1080
云南卫视,http://124.128.73.58:9901/tsfile/live/0119_1.m3u8$订阅源
云南卫视,http://222.169.85.8:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
云南卫视,http://39.98.201.151:9090/udp/225.1.8.139:8108$订阅源
云南卫视,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/5000000011000031120/index.m3u8?channel-id=bestzb&Contentid=5000000011000031120&livemode=1&stbId=no$订阅源|1920x1080
云南卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000024694/1.m3u8$订阅源
云南卫视,http://61.136.67.238:50085/tsfile/live/0119_1.m3u8$订阅源
云南卫视,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000035/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000373$订阅源
云南卫视,http://101.68.81.44:9999/rtp/233.50.201.46:5140$浙江联通组播源|1920x1080
云南卫视,http://60.189.165.36:5555/rtp/233.50.200.115:5140$浙江电信组播源|1920x1080
云南卫视,http://120.55.49.231:3095/rtp/233.50.200.115:5140$浙江电信组播源
云南卫视,http://115.220.243.30:9999/rtp/233.50.200.115:5140$浙江电信组播源|1920x1080
云南卫视,http://115.230.188.101:9999/rtp/233.50.200.115:5140$浙江电信组播源|1920x1080
云南卫视,http://60.189.165.36:5555/rtp/233.50.201.46:5140$浙江电信组播源|1920x1080
云南卫视,http://120.55.49.231:3095/rtp/233.50.201.46:5140$浙江电信组播源
云南卫视,http://115.220.243.30:9999/rtp/233.50.201.46:5140$浙江电信组播源|1920x1080
云南卫视,http://115.230.188.101:9999/rtp/233.50.201.46:5140$浙江电信组播源|1920x1080
云南卫视,http://121.233.190.83:8600/rtp/239.49.1.235:6000$江苏电信组播源|1920x1080
🏠广东频道,#genre#
广东珠江,http://222.218.158.86:8181/tsfile/live/1000_1.m3u8$订阅源|1920x1080
广东珠江,http://113.15.187.190:8181/tsfile/live/1000_1.m3u8$订阅源
广东珠江,http://183.11.239.36:808/hls/83/index.m3u8$订阅源
广东珠江,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/1.m3u8$订阅源
广东珠江,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010091/index.m3u8$订阅源
广东珠江,http://r.jdshipin.com/sE5vO$订阅源
广东珠江,http://www.zzlag.top:9003/hls/31/index.m3u8$订阅源|1920x1080
广东珠江,http://219.159.194.66:8181/tsfile/live/1000_1.m3u8$订阅源|1920x1080
广东体育,http://219.159.194.108:8181/tsfile/live/1001_1.m3u8$订阅源
广东体育,http://www.zzlag.top:9003/hls/30/index.m3u8$订阅源|1920x1080
广东体育,http://218.13.170.98:9901/tsfile/live/0019_1.m3u8$订阅源
广东体育,http://219.159.194.143:8181/tsfile/live/1001_1.m3u8$订阅源
广东体育,http://120.238.84.44:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东体育,http://113.15.187.190:8181/tsfile/live/1001_1.m3u8$订阅源
广东体育,http://222.218.158.86:8181/tsfile/live/1001_1.m3u8$订阅源|1920x1080
广东体育,http://219.159.194.66:8181/tsfile/live/1001_1.m3u8$订阅源|1920x1080
广东体育,http://219.159.194.176:8181/tsfile/live/1001_1.m3u8$订阅源
广东新闻,http://mom.coms.hk:9901/tsfile/live/1008_1.m3u8$订阅源
广东新闻,http://219.159.194.66:8181/tsfile/live/1007_1.m3u8$订阅源|1920x1080
广东新闻,http://183.11.239.36:808/hls/5/index.m3u8$订阅源
广东新闻,http://www.zzlag.top:9003/hls/36/index.m3u8$订阅源|1920x1080
广东新闻,http://219.159.194.108:8181/tsfile/live/1007_1.m3u8$订阅源
广东新闻,http://219.159.194.143:8181/tsfile/live/1007_1.m3u8$订阅源
广东新闻,http://219.159.194.176:8181/tsfile/live/1007_1.m3u8$订阅源
广东新闻,http://113.15.187.190:8181/tsfile/live/1007_1.m3u8$订阅源
广东新闻,http://121.33.239.242:9901/tsfile/live/1008_1.m3u8$订阅源
广东卫视,http://58.51.111.46:1111/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://123.129.70.178:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226180/index.m3u8$订阅源
广东卫视,http://60.12.183.46:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
广东卫视,http://202.100.46.58:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://119.163.63.188:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://113.25.70.59:8891/udp/239.1.1.49:8049$订阅源|1920x1080
广东卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226248/index.m3u8$订阅源
广东卫视,http://119.163.57.184:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://58.19.38.162:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源|1920x1080
广东卫视,http://101.68.81.44:9999/rtp/233.50.201.102:5140$浙江联通组播源|1920x1080
广东卫视,http://60.189.165.36:5555/rtp/233.50.200.187:5140$浙江电信组播源|1920x1080
广东卫视,http://120.55.49.231:3095/rtp/233.50.200.187:5140$浙江电信组播源
广东卫视,http://115.220.243.30:9999/rtp/233.50.200.187:5140$浙江电信组播源|1920x1080
广东卫视,http://115.230.188.101:9999/rtp/233.50.200.187:5140$浙江电信组播源|1920x1080
广东卫视,http://60.189.165.36:5555/rtp/233.50.201.56:5140$浙江电信组播源|1920x1080
广东卫视,http://120.55.49.231:3095/rtp/233.50.201.56:5140$浙江电信组播源
广东卫视,http://115.220.243.30:9999/rtp/233.50.201.56:5140$浙江电信组播源|1920x1080
广东卫视,http://115.230.188.101:9999/rtp/233.50.201.56:5140$浙江电信组播源|1920x1080
广东卫视,http://121.233.190.83:8600/rtp/239.49.1.39:6000$江苏电信组播源|1920x1080
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000011619/index.m3u8$订阅源
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000011619/1.m3u8$订阅源
大湾区卫视,http://183.11.239.36:808/hls/132/index.m3u8$订阅源
大湾区卫视,http://kxrj.site:998/123/mg.php?id=dwqws$订阅源
大湾区卫视,https://php.17186.eu.org/gdtv/web/nfws.m3u8$订阅源
大湾区卫视,http://124.205.11.242:91/live/NFWS-1500k/live.m3u8$订阅源
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010108/1.m3u8$订阅源
大湾区卫视,http://gmxw.7766.org:808/hls/132/index.m3u8$订阅源
大湾区卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000004000011655/1.m3u8$订阅源
大湾区卫视,http://110.177.146.171:888/udp/239.1.1.69:8069$订阅源|1920x1080
大湾区卫视,http://110.177.146.171:888/rtp/239.1.1.69:8069$组播源|1920x1080
大湾区卫视,http://223.10.39.207:8083/rtp/239.1.1.69:8069$组播源|1920x1080
大湾区卫视,http://110.178.52.91:8082/rtp/239.1.1.69:8069$山西电信组播源|1920x1080
大湾区卫视,http://223.10.39.207:8082/rtp/239.1.1.69:8069$山西电信组播源|1920x1080
广州影视,http://r.jdshipin.com/sFw4S$订阅源
广州影视,http://r.jdshipin.com/TcKr2$订阅源
江门综合,http://tidelive.jmtv.cn/lsdream/4x3T0dO/993/o734w00.m3u8$订阅源
江门综合,http://tidelive.jmtv.cn/lsdream/4x3T0dO/993/x434c00.m3u8$订阅源
深圳卫视,http://59.173.243.210:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
